,geneid_symbol,S1,S2,S3,S4,S5,S6,I44,I51,I55,I69,geneid3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000976.14_ Heatr6, Heatr6,3.261995,3.618523,3.902071,4.317204,2.513512,3.465945,3.604293,4.45014,4.166302,5.465838, Heatr6,183.6136674,0.055490097,0.124703957,0.444974631,0.656338087,0.763495326
ENSMUSG00000001016.13_ Ilf2, Ilf2,12.942241,17.503783,15.623456,10.432272,12.502187,11.982004,14.241157,14.990158,12.031306,18.480017, Ilf2,293.568056,-0.260271485,0.138313845,-1.881745722,0.059870549,0.123548385
ENSMUSG00000001017.17_ Chtop, Chtop,40.94704,43.955555,37.710769,38.63339,43.483346,41.553159,42.555587,53.60862,45.781317,51.063378, Chtop,1030.484177,-0.158691489,0.075164691,-2.111250464,0.034750789,0.080053215
ENSMUSG00000001018.16_ Snapin, Snapin,37.330328,39.57837,32.605163,34.582585,35.793442,33.140793,39.582969,44.715451,42.95514,38.688696, Snapin,628.9520896,-0.20481672,0.116081449,-1.764422506,0.077660872,0.152255724
ENSMUSG00000001020.9_ S100a4, S100a4,7.927259,12.00665,6.215259,5.806445,4.091871,4.425935,28.213553,39.402285,16.896364,53.040072, S100a4,45.32520921,1.908258032,0.32875898,5.804428626,6.46E-09,1.59E-07
ENSMUSG00000001025.9_ S100a6, S100a6,37.088233,45.487052,31.830516,30.040071,34.885593,26.856002,93.641308,120.087826,79.845221,142.358095, S100a6,231.4785258,1.312934041,0.174737411,7.513754699,5.75E-14,5.54E-12
ENSMUSG00000001027.8_ Scn4a, Scn4a,12.089097,10.242556,10.631939,14.994343,9.912014,10.307348,5.889169,4.494453,6.91545,5.637674, Scn4a,538.0052062,-1.079586203,0.233205129,-4.629341584,3.67E-06,3.86E-05
ENSMUSG00000001029.16_ Icam2, Icam2,17.798294,18.035762,14.888279,19.45906,20.389679,17.449789,23.532634,27.558635,20.987409,26.436059, Icam2,212.3253843,0.19209561,0.111431708,1.723886435,0.084728347,0.163351268
ENSMUSG00000001034.18_ Mapk7, Mapk7,2.663225,3.979972,2.765634,2.780464,3.343795,3.726597,7.811793,10.195079,7.297279,14.028891, Mapk7,157.5589549,1.082953089,0.174506355,6.20580887,5.44E-10,1.78E-08
ENSMUSG00000001036.18_ Epn2, Epn2,8.305061,12.48518,9.60024,9.748439,9.343164,12.860271,10.372744,14.672166,12.915161,14.454999, Epn2,494.8409179,0.028761333,0.093164631,0.308715153,0.757538216,0.838581948
ENSMUSG00000001039.13_ B9d1, B9d1,3.333898,5.009379,4.612038,3.417464,2.033326,2.62444,3.432791,6.154385,4.671821,7.619224, B9d1,24.047212,-0.251286465,0.30040222,-0.836500025,0.402873662,0.537848647
ENSMUSG00000001052.16_ Sec24b, Sec24b,14.369336,19.013357,16.310707,15.604171,17.503651,17.269845,18.313215,23.88408,20.282519,33.259248, Sec24b,604.3769999,0.052751497,0.090753542,0.581261029,0.561064541,0.68385068
ENSMUSG00000001053.16_ N4bp3, N4bp3,5.216401,6.047514,5.476864,6.155505,6.423552,5.690393,8.884965,9.840395,9.800877,12.435437, N4bp3,176.5449522,0.441197053,0.114560464,3.851215655,0.000117533,0.000726819
ENSMUSG00000001054.10_ Rmnd5b, Rmnd5b,6.60309,8.199362,7.238459,8.921909,7.873673,9.752098,8.942081,14.714942,11.181736,12.843871, Rmnd5b,178.917523,0.191532626,0.131147076,1.460441453,0.144168787,0.248136116
ENSMUSG00000001056.4_ Nhp2, Nhp2,15.096736,12.058187,11.035778,13.716692,11.178042,12.720493,17.097968,17.031332,13.541282,18.68248, Nhp2,128.6447557,-0.029658143,0.15187326,-0.195282189,0.84517204,0.901196051
ENSMUSG00000001062.19_ Vps9d1, Vps9d1,11.342805,14.849193,13.22437,16.071137,14.952425,13.899649,16.712735,18.093631,14.867198,20.305995, Vps9d1,431.4016866,-0.105741141,0.099776737,-1.059777497,0.289245837,0.421287959
ENSMUSG00000001065.16_ Zfp276, Zfp276,4.303986,6.006687,4.893079,5.946782,6.338381,6.66816,6.735681,7.898658,7.710096,10.98676, Zfp276,222.8182226,0.118850516,0.115701598,1.027215853,0.304318835,0.437547939
ENSMUSG00000001082.13_ Mfsd10, Mfsd10,4.120338,9.307613,6.79889,4.548904,5.797221,7.714982,8.303497,17.26729,14.038697,20.733131, Mfsd10,108.5201569,0.839602253,0.215777456,3.891056415,9.98E-05,0.000634796
ENSMUSG00000001089.15_ Luzp1, Luzp1,8.473137,8.891647,7.524554,9.711578,8.863437,8.070012,9.584683,11.946822,11.301324,14.798846, Luzp1,791.2562313,0.105724514,0.081735895,1.293489413,0.195841843,0.314104058
ENSMUSG00000001098.16_ Kctd10, Kctd10,15.721669,21.834857,19.065148,20.799363,18.770032,19.962124,27.315018,39.340463,27.342195,43.636248, Kctd10,725.8101876,0.407881561,0.097889397,4.166759335,3.09E-05,0.000232119
ENSMUSG00000001100.11_ Poldip2, Poldip2,66.383366,70.816821,68.088972,73.35964,72.142665,69.00788,69.280845,68.685004,70.52988,66.525517, Poldip2,1419.919505,-0.413020272,0.106541285,-3.876621822,0.000105917,0.000665661
ENSMUSG00000001105.16_ Ift20, Ift20,23.956399,28.546069,21.905284,24.209112,22.933051,19.784264,29.590651,36.582,25.269307,48.094317, Ift20,248.212772,0.065514313,0.118293357,0.553829181,0.579695755,0.699295975
ENSMUSG00000001119.8_ Col6a1, Col6a1,23.37662,39.817996,19.989491,27.992257,19.724788,19.62385,94.491893,173.280204,73.928559,242.847451, Col6a1,2912.247495,2.110731678,0.243430521,8.670776651,4.29E-18,1.56E-15
ENSMUSG00000001120.16_ Pcbp3, Pcbp3,0.300519,1.523551,1.625658,1.303641,0.902848,1.26944,0.873652,1.308697,1.541978,3.016106, Pcbp3,23.49578349,0.522626628,0.395622838,1.321022391,0.186493898,0.302649001
ENSMUSG00000001123.16_ Lgals9, Lgals9,14.751848,19.948208,16.135897,20.141085,14.541652,13.774748,40.000277,33.880844,25.935165,52.689248, Lgals9,352.6714598,0.802842741,0.168341641,4.769127434,1.85E-06,2.16E-05
ENSMUSG00000001127.13_ Araf, Araf,50.269081,51.996441,43.720843,64.477131,44.108102,53.441707,48.20234,52.54492,54.357035,61.942452, Araf,954.300523,-0.149892556,0.075591943,-1.982917105,0.04737669,0.102628619
ENSMUSG00000001128.8_ Cfp, Cfp,4.349504,6.6924,3.850122,3.633248,3.538452,4.203008,14.944332,19.726842,6.994328,16.917882, Cfp,123.7933039,1.374378708,0.249143241,5.516419805,3.46E-08,6.80E-07
ENSMUSG00000001131.12_ Timp1, Timp1,2.444312,7.008081,1.895055,1.580615,0.39293,0.285338,47.377539,74.264011,13.063243,85.109481, Timp1,139.0974849,4.188555642,0.81044482,5.168218166,2.36E-07,3.57E-06
ENSMUSG00000001134.10_ Uxt, Uxt,27.548815,29.031217,21.058779,24.217845,16.246867,22.3068,18.040185,34.194016,18.859249,26.597054, Uxt,123.8773669,-0.351894109,0.135731665,-2.592571954,0.009526125,0.027843591
ENSMUSG00000001138.14_ Cnnm3, Cnnm3,5.570754,6.389569,9.710678,7.308171,6.559459,6.848842,5.41931,12.97886,7.876557,10.806084, Cnnm3,348.8649118,-0.09903055,0.178916303,-0.553502104,0.57991964,0.699424699
ENSMUSG00000001143.14_ Lman2l, Lman2l,12.95929,15.517152,13.622351,15.545134,13.934441,14.328294,14.443126,16.735631,14.510972,17.390657, Lman2l,396.8180727,-0.250986006,0.075812968,-3.310594662,0.00093098,0.004091566
ENSMUSG00000001150.8_ Mcm3ap, Mcm3ap,6.22042,12.913352,6.159037,8.228773,6.135501,8.772995,11.962254,12.323177,8.530476,10.798887, Mcm3ap,471.8082217,-0.184116039,0.092957109,-1.98065582,0.047629884,0.103023888
ENSMUSG00000001151.11_ Pcnt, Pcnt,13.40092,20.665,19.542337,16.863459,18.873566,19.711226,14.696165,19.591616,21.773778,19.206292, Pcnt,1427.847807,-0.497286667,0.13754371,-3.615480987,0.00029979,0.001572101
ENSMUSG00000001156.10_ Mxd1, Mxd1,1.327557,3.094519,2.716886,2.774427,2.023674,2.630097,1.896328,4.623877,3.16359,4.946485, Mxd1,139.9774664,0.037593085,0.223740927,0.1680206,0.866567073,0.915815746
ENSMUSG00000001157.14_ Gmcl1, Gmcl1,2.468968,3.169683,2.428623,2.598133,2.63999,3.05576,3.923861,5.103271,3.589545,5.980397, Gmcl1,105.3317472,0.384290192,0.135831349,2.829171585,0.004666867,0.015532528
ENSMUSG00000001158.14_ Snrnp27, Snrnp27,27.532993,18.704327,21.330797,20.369874,25.466739,20.04185,27.912135,21.26435,25.497017,21.634616, Snrnp27,172.4831138,-0.259336202,0.197202224,-1.315077473,0.188483867,0.305215352
ENSMUSG00000001166.18_ Oas1c, Oas1c,0.633246,0.551748,0.165873,0.255676,0.201285,0.282996,1.070855,1.067919,0.305788,0.805893, Oas1c,11.23505461,0.617323478,0.483305504,1.277294534,0.201498283,0.320393267
ENSMUSG00000001173.16_ Ocrl, Ocrl,5.529777,7.647559,7.544077,6.56029,4.78493,8.465064,7.060209,8.867962,7.314155,9.63045, Ocrl,317.8620012,-0.181010407,0.106836027,-1.694282464,0.090211621,0.17162594
ENSMUSG00000001175.17_ Calm1, Calm1,54.581069,76.376886,59.629585,55.192184,69.720171,51.892917,87.246794,101.463033,64.899109,114.733363, Calm1,2268.294624,0.124375698,0.091180444,1.364061118,0.172548331,0.285043929
ENSMUSG00000001211.16_ Agpat3, Agpat3,111.631395,112.826558,112.808343,124.382883,103.324952,126.436291,104.586401,123.643334,114.492306,108.362654, Agpat3,3006.319519,-0.482869486,0.117247053,-4.118393358,3.82E-05,0.0002768
ENSMUSG00000001227.13_ Sema6b, Sema6b,3.784271,7.259682,3.306302,3.50964,4.144514,3.457814,6.41743,8.507922,4.998683,10.727332, Sema6b,203.5431717,0.439676613,0.205876508,2.135632751,0.03270936,0.07626173
ENSMUSG00000001228.15_ Uhrf1, Uhrf1,0.616972,0.93716,0.497097,0.944765,0.702995,0.839927,1.888029,2.161076,1.609298,3.266417, Uhrf1,44.93874907,1.08352153,0.272378569,3.977998464,6.95E-05,0.000465093
ENSMUSG00000001229.10_ Dpp9, Dpp9,21.152719,20.948705,20.39097,22.374327,19.329809,21.673865,23.277308,27.804037,24.200614,30.842215, Dpp9,861.2622228,-0.056544877,0.066765201,-0.846921393,0.397038937,0.532085236
ENSMUSG00000001240.14_ Ramp2, Ramp2,36.413042,77.578535,44.310072,48.140087,32.849842,37.650465,46.85076,58.359423,53.707569,74.033543, Ramp2,427.8024199,0.040667866,0.182133096,0.223286526,0.823312513,0.886540209
ENSMUSG00000001247.17_ Lsr, Lsr,0.537598,2.754064,1.069209,0.770258,0.586854,0.728561,1.042431,1.891582,1.703768,2.599338, Lsr,26.45538813,0.450909487,0.473070285,0.953155379,0.34051135,0.474803638
ENSMUSG00000001248.16_ Gramd1a, Gramd1a,15.200691,22.003523,21.265619,22.270396,20.886851,21.445454,26.671577,35.77843,28.746271,42.22485, Gramd1a,710.1281152,0.33882949,0.113584632,2.983057525,0.002853844,0.010381212
ENSMUSG00000001249.15_ Hpn, Hpn,2.136971,1.505821,2.049533,1.848421,2.855243,2.025223,1.780124,3.149011,1.878022,2.63597, Hpn,34.00632539,-0.063720226,0.264519164,-0.240890772,0.809639774,0.877221276
ENSMUSG00000001270.10_ Ckb, Ckb,33.341654,38.14785,32.34172,41.018349,30.195932,37.889422,50.277507,64.870248,47.206745,86.512585, Ckb,632.9117271,0.381355978,0.117202705,3.253815484,0.001138662,0.004846708
ENSMUSG00000001280.14_ Sp1, Sp1,6.246073,7.644819,9.578838,6.790743,7.000623,7.690315,6.181058,10.645752,9.63574,12.177078, Sp1,703.0686071,0.013272778,0.122049398,0.108749232,0.913401392,0.945270938
ENSMUSG00000001281.11_ Itgb7, Itgb7,0.141683,0.42714,0.790645,0.357681,0.438737,0.237279,2.473737,1.713393,1.363177,5.323656, Itgb7,20.31441432,1.891440305,0.375401603,5.038444931,4.69E-07,6.42E-06
ENSMUSG00000001285.13_ Myg1, Myg1,11.725092,19.661021,13.612014,17.31587,13.822518,13.388884,17.481058,24.963179,14.400233,23.88676, Myg1,158.1829446,-0.09464283,0.137677193,-0.687425622,0.491814556,0.622183618
ENSMUSG00000001288.16_ Rarg, Rarg,6.683738,9.31901,8.472523,10.356248,7.110102,7.511419,10.732248,16.88777,13.096169,18.728622, Rarg,299.5937285,0.426603959,0.116158981,3.672586955,0.000240107,0.00130886
ENSMUSG00000001289.13_ Pfdn5, Pfdn5,70.460175,64.717799,91.506274,64.660827,79.701643,83.036493,100.5775,108.397404,96.521942,152.058945, Pfdn5,650.8406693,0.045227803,0.073023153,0.619362509,0.535677574,0.66139885
ENSMUSG00000001300.17_ Efnb2, Efnb2,6.449133,7.125176,7.051794,7.865003,7.811004,7.996817,6.435699,11.929755,7.517651,13.262733, Efnb2,412.976389,-0.199928824,0.099948028,-2.000327858,0.045464873,0.099390442
ENSMUSG00000001305.6_ Rrp15, Rrp15,3.281608,2.763824,3.250195,4.819995,4.040159,4.462965,5.817735,5.566457,3.828021,6.484684, Rrp15,58.80413047,0.120996533,0.210976745,0.573506491,0.566301806,0.688511237
ENSMUSG00000001313.13_ Rnd2, Rnd2,2.107136,3.218204,1.4075,2.329164,2.571641,4.0271,4.023442,6.461208,3.502303,7.857486, Rnd2,47.65392102,0.610726126,0.275400612,2.217591753,0.026582681,0.06441755
ENSMUSG00000001323.18_ Srr, Srr,8.129607,12.148639,17.186589,9.45808,7.571643,10.275662,16.615915,15.771395,17.330176,12.568669, Srr,373.452018,0.007957285,0.096511759,0.082448861,0.934289783,0.958222095
ENSMUSG00000001333.10_ Sync, Sync,7.958617,8.384462,7.264148,9.387671,8.02053,6.963949,6.804223,11.093454,10.846325,11.926073, Sync,186.2924634,-0.056864771,0.143983463,-0.394939598,0.692887465,0.791061105
ENSMUSG00000001334.11_ Fndc5, Fndc5,150.735918,154.155179,138.629145,176.225758,156.637977,151.060792,149.213336,133.773379,152.405691,104.449568, Fndc5,4459.117853,-0.553824507,0.157176376,-3.523586181,0.000425749,0.002097544
ENSMUSG00000001348.16_ Acp5, Acp5,0.391651,0.473561,0.38316,0.470365,0.150045,0.074807,5.006807,10.285458,2.381979,10.094114, Acp5,32.36763149,3.994815687,0.482930654,8.272027585,1.32E-16,2.74E-14
ENSMUSG00000001349.6_ Cnn1, Cnn1,1.088923,8.476073,4.882378,1.092195,3.617114,1.200177,3.825634,10.757317,1.853544,9.525758, Cnn1,67.29296498,0.575276315,0.692314302,0.830946744,0.406003715,0.54114566
ENSMUSG00000001366.15_ Fbxo9, Fbxo9,23.929595,26.953949,23.183146,27.571179,18.584015,29.282709,36.724408,33.581194,34.218024,28.508245, Fbxo9,486.390181,0.056496001,0.125212694,0.451200267,0.651845217,0.759819578
ENSMUSG00000001376.18_ Vps50, Vps50,7.880919,7.565904,7.235174,6.67537,6.236015,7.389693,6.680548,9.889909,8.373764,8.026095, Vps50,262.1429224,-0.259078441,0.118231091,-2.191288581,0.028430916,0.06810829
ENSMUSG00000001380.8_ Hars1, Hars1,14.911126,18.508142,18.402417,18.043162,15.9811,14.954677,20.577251,22.640515,20.158394,20.485582, Hars1,374.6393707,-0.061965731,0.110458021,-0.560988964,0.574805061,0.696073743
ENSMUSG00000001383.10_ Zmat2, Zmat2,12.63858,13.62423,11.738638,10.51303,9.971067,13.215756,16.082935,16.557815,14.757889,17.000532, Zmat2,311.3424226,0.033193396,0.10982967,0.302226124,0.762479691,0.842416041
ENSMUSG00000001403.14_ Ube2c, Ube2c,0.239869,3.029087,1.065621,1.325325,2.112193,1.273387,7.883563,8.217723,4.648019,11.534703, Ube2c,31.11350195,2.020279919,0.401070334,5.03722102,4.72E-07,6.44E-06
ENSMUSG00000001415.11_ Smg5, Smg5,18.885194,23.806089,20.51379,25.648745,21.075078,22.774718,24.580457,31.426996,27.657267,37.610701, Smg5,933.0386466,-0.130082676,0.088698644,-1.466568943,0.142493354,0.245995242
ENSMUSG00000001416.14_ Cct3, Cct3,60.591371,57.855643,55.493434,64.36291,47.753948,50.811115,69.348874,78.9543,56.392446,84.761235, Cct3,1158.35871,-0.015947052,0.099778039,-0.159825271,0.873018717,0.920186153
ENSMUSG00000001418.14_ Glmp, Glmp,46.111613,47.127022,34.489468,45.707439,36.235503,35.535573,36.993001,66.040576,54.637007,100.486858, Glmp,450.8402282,0.381509379,0.117887514,3.236215308,0.00121126,0.005099427
ENSMUSG00000001419.18_ Mef2d, Mef2d,65.869982,71.119059,72.746735,87.471567,67.319604,83.44859,53.020506,83.518314,75.76807,89.628017, Mef2d,2956.72235,-0.399370494,0.08995352,-4.439742839,9.01E-06,8.23E-05
ENSMUSG00000001420.14_ Tmem79, Tmem79,0.319735,0.763543,0.745804,0.986266,0.610812,1.035615,1.015856,0.87913,0.777244,1.829749, Tmem79,17.49192742,0.367674465,0.354025612,1.038553292,0.299012538,0.431676509
ENSMUSG00000001424.15_ Snd1, Snd1,26.474545,30.543119,27.70179,28.107866,29.826916,26.468185,26.645116,39.825515,28.770024,44.280026, Snd1,1084.241891,-0.065719286,0.075472005,-0.870776998,0.383875927,0.518505399
ENSMUSG00000001435.16_ Col18a1, Col18a1,2.798154,10.282263,4.056312,2.910925,2.929636,3.080066,13.388999,18.008484,5.914275,26.735531, Col18a1,441.0970029,1.495168406,0.470466947,3.17805197,0.001482682,0.006036633
ENSMUSG00000001436.16_ Slc19a1, Slc19a1,2.247894,3.912969,2.842359,1.823256,2.295866,3.264708,1.910586,2.924409,5.439301,4.614742, Slc19a1,60.48239514,-0.129725171,0.200502957,-0.646998795,0.517632724,0.646362988
ENSMUSG00000001440.6_ Kpnb1, Kpnb1,29.084772,31.249855,29.990041,31.931604,28.464522,32.091798,36.072432,43.216556,36.097022,44.084208, Kpnb1,2136.579656,-0.025987411,0.056942289,-0.456381574,0.648115613,0.756346421
ENSMUSG00000001441.14_ Npepps, Npepps,34.997892,36.577136,32.355712,31.737196,32.770023,36.415993,36.641653,43.886301,32.526547,34.065778, Npepps,1469.748874,-0.324112309,0.091183379,-3.554510859,0.000378683,0.001901391
ENSMUSG00000001445.11_ Mrpl10, Mrpl10,34.143574,32.162642,33.633033,32.998785,33.58505,33.999555,34.816735,33.103923,33.341076,35.081199, Mrpl10,583.2384661,-0.352708211,0.102801908,-3.430950046,0.000601471,0.002811155
ENSMUSG00000001467.6_ Cyp51, Cyp51,2.927351,3.433406,3.808949,3.05291,2.762871,3.319587,2.85426,3.421712,3.701569,4.672397, Cyp51,143.4043102,-0.159220515,0.132991965,-1.197219054,0.231221185,0.356087469
ENSMUSG00000001472.18_ Tcf25, Tcf25,59.551093,71.211233,61.44477,71.103637,62.588242,69.176758,74.439457,99.02641,81.125989,110.3046, Tcf25,2488.539189,0.098732542,0.0639415,1.544107378,0.122562322,0.219237555
ENSMUSG00000001473.8_ Tubb6, Tubb6,14.850196,15.018259,13.309406,16.331391,15.403523,16.214574,27.709176,30.243503,18.497958,35.133617, Tubb6,345.5914025,0.477781062,0.133414928,3.581166427,0.000342064,0.001750373
ENSMUSG00000001482.16_ Def8, Def8,26.342839,25.102905,21.832402,26.435891,25.391547,22.366401,24.33822,29.132374,25.885523,30.515475, Def8,842.1879463,-0.247347678,0.088880221,-2.782932759,0.005386997,0.017518571
ENSMUSG00000001493.10_ Meox1, Meox1,5.009344,6.219051,3.680044,4.792153,4.029826,3.796512,16.572285,26.064373,12.504549,39.136059, Meox1,250.5651947,1.926017574,0.229663501,8.386258893,5.02E-17,1.22E-14
ENSMUSG00000001504.11_ Irx2, Irx2,3.732481,2.923093,1.389499,1.436125,1.590497,2.500344,3.949675,2.783842,2.100962,1.099478, Irx2,61.98224327,-0.082193022,0.366202252,-0.224447069,0.822409449,0.886077242
ENSMUSG00000001506.11_ Col1a1, Col1a1,30.071655,81.496803,24.411482,31.233251,23.287268,25.414008,695.28366,1055.430947,225.3879,1496.936536, Col1a1,20428.47841,4.178654276,0.500112283,8.355432202,6.52E-17,1.47E-14
ENSMUSG00000001507.17_ Itga3, Itga3,4.059189,4.772895,3.724091,3.874602,3.790962,3.308277,3.860936,5.927863,5.496703,7.984287, Itga3,226.096894,0.024364613,0.139478386,0.174683793,0.861328103,0.912264617
ENSMUSG00000001508.16_ Sgca, Sgca,99.384949,107.794598,115.904721,118.412052,94.181977,106.070876,98.912886,123.35588,104.577071,106.708755, Sgca,1338.941963,-0.523333303,0.091481231,-5.720663085,1.06E-08,2.45E-07
ENSMUSG00000001517.15_ Foxm1, Foxm1,0.463842,0.978558,0.533299,0.845839,0.391125,0.62134,2.58372,2.096093,2.153991,5.005692, Foxm1,54.45115189,1.816408227,0.250699648,7.24535612,4.31E-13,3.32E-11
ENSMUSG00000001518.13_ Itfg2, Itfg2,6.811485,10.657057,8.568469,8.767592,7.361474,8.164735,6.832669,15.635661,11.560479,8.798162, Itfg2,215.4214717,-0.21623395,0.151955015,-1.423012916,0.154732411,0.262051661
ENSMUSG00000001520.13_ Nrip2, Nrip2,1.650668,2.342787,1.972518,2.132118,2.043184,1.76899,1.353314,2.637394,1.997924,3.048803, Nrip2,49.41324962,-0.438978953,0.202396082,-2.168910335,0.030089492,0.07114035
ENSMUSG00000001521.13_ Tulp3, Tulp3,3.114589,5.284966,3.60404,4.286029,2.973427,3.868003,4.634616,6.874817,4.727221,6.859277, Tulp3,154.2942205,0.254302378,0.130995678,1.941303577,0.052221466,0.110726737
ENSMUSG00000001524.15_ Gtf2h4, Gtf2h4,6.930924,10.545637,8.680328,7.587715,6.531378,9.881942,11.128545,9.587823,12.065782,16.019018, Gtf2h4,123.1736534,-0.080281813,0.153381657,-0.523412086,0.600687515,0.716797037
ENSMUSG00000001525.11_ Tubb5, Tubb5,28.231164,43.601515,33.531149,33.060218,30.858193,33.450426,72.238178,76.810004,50.126167,103.967145, Tubb5,1324.693525,0.759682469,0.138017087,5.504263907,3.71E-08,7.22E-07
ENSMUSG00000001542.8_ Ell2, Ell2,4.523299,4.99506,4.005746,4.049785,12.179281,6.891064,5.885971,9.876974,6.008547,7.545238, Ell2,241.5614729,-0.004768684,0.148809131,-0.032045641,0.974435653,0.983593165
ENSMUSG00000001552.15_ Jup, Jup,110.000811,112.414016,116.014994,132.759531,102.308965,116.756897,110.888351,153.240226,123.907648,148.302201, Jup,4161.524886,-0.183582926,0.084877657,-2.162912266,0.030547928,0.071938807
ENSMUSG00000001555.11_ Fkbp10, Fkbp10,14.164203,20.098891,12.827001,15.202771,11.871274,13.146009,36.380801,36.835744,22.169906,49.994078, Fkbp10,549.9394965,0.821503527,0.185839507,4.420499933,9.85E-06,8.85E-05
ENSMUSG00000001569.11_ Nom1, Nom1,9.397387,8.344468,5.686651,6.577018,8.051214,7.438171,9.529073,10.166448,6.772472,6.908309, Nom1,259.7552119,-0.218918663,0.100922226,-2.169181871,0.030068879,0.071118488
ENSMUSG00000001576.16_ Ergic1, Ergic1,19.464724,20.946968,17.880604,17.3339,18.695156,19.388668,23.398993,34.200371,21.134397,35.622865, Ergic1,504.6496844,0.215976339,0.102445543,2.108206299,0.035013149,0.080544372
ENSMUSG00000001588.13_ Acap1, Acap1,0.41842,0.189778,0.634458,0.369373,0.20083,0.548673,0.263576,1.335643,0.809934,1.0251, Acap1,11.92977775,0.624144214,0.470453604,1.326686007,0.184612572,0.300244488
ENSMUSG00000001604.15_ Tcea3, Tcea3,73.585971,74.919729,84.242149,84.118863,87.165736,84.622313,62.157414,61.412672,75.175132,59.893836, Tcea3,878.7555816,-0.73243369,0.134355292,-5.451468862,5.00E-08,9.34E-07
ENSMUSG00000001627.13_ Ifrd1, Ifrd1,36.739166,54.992956,50.92159,39.645075,48.836997,53.683115,44.023305,46.313216,59.272176,52.60857, Ifrd1,460.358068,-0.160295548,0.156993113,-1.021035539,0.307237601,0.440639421
